Region,Sub-Category,Sales,Quantity,Discount,Profit,Shipping Cost,gender,Order_Priority_Encoded,Order_year,Order_month,Order_day,Category_Furniture,Category_Office Supplies,Category_Technology
South,Appliances,44.43,3,0.0,18.6606,5.28,M,2.0,2012,11,8,0,1,0
East,Accessories,72.0,1,0.2,14.4,5.28,M,2.0,2013,11,4,0,0,1
EMEA,Chairs,72.048,1,0.5,-45.042,5.28,M,2.0,2013,9,10,1,0,0
EMEA,Art,50.73,1,0.0,16.23,5.28,F,3.0,2014,6,26,0,1,0
Central,Fasteners,38.7,5,0.4,-25.8,5.28,M,4.0,2014,9,12,0,1,0
North,Binders,42.6,2,0.0,15.32,5.28,M,3.0,2014,11,27,0,1,0
Caribbean,Chairs,120.08,1,0.0,34.82,5.27,M,2.0,2013,9,5,1,0,0
Central,Art,109.8,3,0.0,38.4,5.27,F,2.0,2014,11,25,0,1,0
South,Fasteners,60.264,9,0.4,-32.256,5.27,F,3.0,2014,10,10,0,1,0
Caribbean,Binders,60.032,9,0.2,16.352,5.27,M,2.0,2013,10,14,0,1,0
North,Binders,38.4,2,0.0,11.52,5.27,M,3.0,2012,9,14,0,1,0
South,Appliances,183.87,3,0.0,64.35,5.27,Unknown,2.0,2014,12,25,0,1,0
North,Phones,107.775,3,0.5,-13.005,5.27,F,2.0,2013,6,4,0,0,1
Central,Binders,103.56,2,0.0,18.6,5.27,M,2.0,2014,8,20,0,1,0
Central,Art,51.6,5,0.0,22.65,5.27,M,3.0,2011,11,27,0,1,0
Central,Appliances,48.96,3,0.5,-19.62,5.27,M,2.0,2013,9,20,0,1,0
North,Furnishings,36.288,1,0.3,-1.062,5.27,M,1.0,2012,3,15,1,0,0
Central Asia,Binders,38.34,3,0.0,0.0,5.27,F,4.0,2014,9,25,0,1,0
Southeast Asia,Accessories,99.924,4,0.45,-30.996,5.27,M,2.0,2011,4,25,0,0,1
Oceania,Chairs,581.4,4,0.1,91.9954,5.27,M,2.0,2012,9,20,1,0,0
Oceania,Art,82.242,2,0.1,28.302,5.27,M,4.0,2012,2,7,0,1,0
Central,Paper,51.84,8,0.0,24.8832,5.27,M,2.0,2012,3,20,0,1,0
Central,Storage,27.44,2,0.2,2.401,5.27,F,3.0,2014,8,30,0,1,0
Central,Storage,74.416,2,0.2,-14.8832,5.27,M,2.0,2014,5,12,0,1,0
East,Paper,24.56,2,0.0,11.5432,5.27,M,3.0,2012,10,20,0,1,0
Africa,Art,79.11,9,0.5,-55.125,5.27,M,2.0,2013,1,14,0,1,0
Africa,Envelopes,25.8,1,0.0,11.07,5.27,F,2.0,2012,6,20,0,1,0
Africa,Art,50.76,2,0.0,16.74,5.27,M,1.0,2013,1,11,0,1,0
EMEA,Binders,59.76,4,0.0,5.28,5.27,F,2.0,2014,9,18,0,1,0
Africa,Binders,54.0,4,0.0,17.28,5.27,M,2.0,2014,8,5,0,1,0
Africa,Storage,56.46,1,0.0,14.1,5.27,F,2.0,2011,9,12,0,1,0
EMEA,Copiers,121.44,1,0.0,32.76,5.27,M,2.0,2012,10,17,0,0,1
South,Supplies,42.12,2,0.0,20.6,5.27,F,3.0,2014,4,19,0,1,0
Central,Art,68.184,3,0.4,5.664,5.26,M,2.0,2013,10,4,0,1,0
South,Supplies,78.84,3,0.0,18.12,5.26,M,2.0,2014,5,26,0,1,0
South,Supplies,66.672,6,0.4,-33.408,5.26,M,2.0,2014,4,7,0,1,0
Caribbean,Appliances,185.26,1,0.0,33.34,5.26,F,2.0,2013,6,5,0,1,0
Central,Supplies,66.51,3,0.5,-27.99,5.26,Unknown,1.0,2012,7,30,0,1,0
Central,Binders,27.18,6,0.0,13.5,5.26,M,3.0,2013,6,25,0,1,0
Southeast Asia,Supplies,81.378,3,0.45,-32.562,5.26,F,2.0,2013,10,22,0,1,0
Oceania,Copiers,223.722,2,0.1,52.182,5.26,Unknown,1.0,2014,9,25,0,0,1
Central Asia,Furnishings,87.72,2,0.0,10.5,5.26,Unknown,2.0,2013,5,1,1,0,0
North Asia,Binders,34.29,3,0.0,16.11,5.26,M,3.0,2011,1,10,0,1,0
Oceania,Binders,61.32,4,0.0,17.76,5.26,M,3.0,2012,11,9,0,1,0
Oceania,Paper,124.92,6,0.0,48.6,5.26,M,2.0,2014,11,5,0,1,0
East,Art,89.856,3,0.2,21.3408,5.26,M,2.0,2014,4,15,0,1,0
East,Binders,18.588,2,0.5,-13.6312,5.26,Unknown,4.0,2011,1,17,0,1,0
Central,Accessories,21.48,3,0.2,-0.2685,5.26,M,4.0,2012,11,29,0,0,1
West,Furnishings,38.29,7,0.0,16.4647,5.26,F,2.0,2013,11,5,1,0,0
West,Phones,105.584,2,0.2,7.9188,5.26,Unknown,2.0,2013,9,18,0,0,1
Central,Storage,107.44,9,0.2,10.744,5.26,M,2.0,2011,10,7,0,1,0
East,Labels,20.808,9,0.2,7.0227,5.26,M,3.0,2011,9,21,0,1,0
West,Art,49.56,7,0.0,18.8328,5.26,M,2.0,2014,5,23,0,1,0
Africa,Storage,54.24,1,0.0,20.61,5.26,M,3.0,2014,11,26,0,1,0
Africa,Furnishings,42.06,1,0.0,21.03,5.26,M,3.0,2014,6,21,1,0,0
EMEA,Machines,84.6,1,0.0,29.61,5.26,F,2.0,2012,10,9,0,0,1
EMEA,Chairs,48.45,1,0.0,12.09,5.26,F,2.0,2012,8,14,1,0,0
Africa,Fasteners,16.59,1,0.0,5.46,5.26,F,4.0,2014,12,2,0,1,0
Africa,Furnishings,64.89,2,0.5,-55.125,5.26,M,2.0,2011,6,6,1,0,0
Caribbean,Furnishings,44.34,3,0.0,10.62,5.25,M,2.0,2014,1,17,1,0,0
South,Binders,26.8,5,0.0,11.2,5.25,F,3.0,2011,12,27,0,1,0
North,Envelopes,66.6,5,0.0,29.9,5.25,M,2.0,2013,10,14,0,1,0
South,Chairs,94.8,5,0.5,-55.125,5.25,M,2.0,2013,1,15,1,0,0
North,Binders,56.52,4,0.5,-32.88,5.25,M,2.0,2012,7,25,0,1,0
Central,Art,88.44,4,0.0,15.84,5.25,M,2.0,2014,11,12,0,1,0
North,Furnishings,62.1,2,0.4,-39.36,5.25,F,2.0,2014,2,28,1,0,0
South,Fasteners,26.37,3,0.0,9.99,5.25,Unknown,3.0,2014,7,11,0,1,0
Central Asia,Supplies,80.73,3,0.0,30.6,5.25,M,2.0,2014,5,30,0,1,0
Southeast Asia,Paper,27.9522,2,0.47,-9.0078,5.25,F,3.0,2011,8,31,0,1,0
Central Asia,Fasteners,16.8,1,0.0,5.37,5.25,M,4.0,2014,5,26,0,1,0
Oceania,Furnishings,64.557,3,0.1,-1.503,5.25,M,2.0,2012,6,27,1,0,0
Southeast Asia,Furnishings,92.205,3,0.25,19.665,5.25,Unknown,2.0,2012,10,31,1,0,0
Southeast Asia,Binders,50.298,2,0.17,13.938,5.25,M,3.0,2012,11,16,0,1,0
West,Accessories,90.57,3,0.0,11.7741,5.25,M,2.0,2013,1,16,0,0,1
East,Storage,59.712,6,0.2,5.9712,5.25,M,3.0,2014,10,14,0,1,0
East,Binders,52.272,9,0.2,17.6418,5.25,F,2.0,2012,11,8,0,1,0
Central,Furnishings,21.184,2,0.5,-11.6512,5.25,M,3.0,2014,9,9,1,0,0
Africa,Labels,40.68,4,0.0,18.24,5.25,Unknown,3.0,2014,3,31,0,1,0
Africa,Paper,50.4,2,0.0,24.18,5.25,Unknown,2.0,2014,12,16,0,1,0
EMEA,Envelopes,30.54,1,0.0,14.94,5.25,M,3.0,2012,8,6,0,1,0
EMEA,Phones,73.2,1,0.0,3.66,5.25,F,2.0,2013,8,1,0,0,1
Africa,Binders,51.27,1,0.0,17.94,5.25,F,2.0,2012,11,30,0,1,0
Caribbean,Storage,51.2,2,0.2,-9.6,5.25,Unknown,2.0,2012,10,24,0,1,0
South,Storage,63.2,4,0.0,1.2,5.25,Unknown,2.0,2011,3,10,0,1,0
Caribbean,Labels,30.64,5,0.2,-3.16,5.25,F,3.0,2013,7,9,0,1,0
Central,Bookcases,133.344,2,0.4,-17.816,5.24,F,2.0,2012,8,11,1,0,0
South,Art,35.24,2,0.0,13.72,5.24,F,3.0,2012,12,14,0,1,0
Central,Envelopes,81.9,4,0.5,-18.06,5.24,M,2.0,2013,2,14,0,1,0
Central,Fasteners,42.48,3,0.0,15.66,5.24,M,3.0,2014,11,10,0,1,0
North,Storage,78.57,5,0.1,-6.18,5.24,M,2.0,2013,6,1,0,1,0
South,Fasteners,41.16,4,0.0,2.88,5.24,F,4.0,2011,1,24,0,1,0
Oceania,Paper,39.609,3,0.1,12.249,5.24,F,3.0,2014,11,5,0,1,0
Central Asia,Paper,46.71,3,0.0,19.53,5.24,M,3.0,2014,10,17,0,1,0
North Asia,Storage,66.87,3,0.0,11.97,5.24,F,2.0,2014,10,31,0,1,0
Oceania,Chairs,167.34,2,0.0,81.96,5.24,M,2.0,2014,12,11,1,0,0
South,Paper,25.92,5,0.2,9.072,5.24,M,3.0,2011,12,20,0,1,0
Central,Art,31.776,4,0.2,8.7384,5.24,M,2.0,2014,11,20,0,1,0
South,Paper,88.768,2,0.2,31.0688,5.24,M,2.0,2011,10,9,0,1,0
East,Paper,62.82,9,0.0,29.5254,5.24,M,2.0,2013,12,11,0,1,0
Central,Tables,69.375,1,0.5,-47.175,5.24,F,2.0,2014,1,31,1,0,0
South,Furnishings,39.96,2,0.0,14.3856,5.24,M,3.0,2012,11,15,1,0,0
EMEA,Phones,88.44,1,0.0,35.37,5.24,F,2.0,2014,12,8,0,0,1
Canada,Phones,136.59,1,0.0,0.0,5.24,M,2.0,2013,10,23,0,0,1
EMEA,Machines,134.688,2,0.5,-55.125,5.24,M,2.0,2014,1,20,0,0,1
EMEA,Furnishings,50.52,2,0.0,20.16,5.24,M,3.0,2013,9,27,1,0,0
EMEA,Labels,15.54,2,0.0,0.0,5.24,F,3.0,2014,12,17,0,1,0
South,Supplies,75.18,7,0.0,18.76,5.24,F,2.0,2013,4,20,0,1,0
Caribbean,Binders,117.32,9,0.0,43.4,5.24,F,2.0,2014,10,1,0,1,0
Caribbean,Accessories,45.408,3,0.2,-7.992,5.24,F,3.0,2012,11,26,0,0,1
South,Supplies,72.54,5,0.4,-15.76,5.23,Unknown,2.0,2014,10,6,0,1,0
Central,Art,70.56,3,0.0,1.35,5.23,M,2.0,2011,12,2,0,1,0
South,Binders,40.86,6,0.0,11.34,5.23,Unknown,2.0,2014,8,19,0,1,0
South,Paper,56.94,2,0.0,27.3,5.23,F,3.0,2014,11,11,0,1,0
Central,Binders,32.25,5,0.0,8.25,5.23,Unknown,3.0,2011,12,21,0,1,0
South,Storage,85.32,4,0.1,-9.48,5.23,F,1.0,2014,3,19,0,1,0
Central,Art,115.92,8,0.0,38.16,5.23,M,2.0,2011,9,29,0,1,0
South,Art,99.48,2,0.0,23.82,5.23,M,2.0,2013,1,1,0,1,0
Central,Binders,62.4,5,0.0,4.95,5.23,F,1.0,2013,9,16,0,1,0
Central Asia,Envelopes,61.47,3,0.0,4.86,5.23,F,2.0,2013,2,7,0,1,0
Southeast Asia,Machines,92.1825,1,0.25,13.4925,5.23,M,2.0,2012,11,8,0,0,1
Oceania,Phones,129.978,1,0.1,4.308,5.23,M,2.0,2013,6,6,0,0,1
Central Asia,Chairs,61.62,1,0.0,23.4,5.23,M,2.0,2012,7,31,1,0,0
Southeast Asia,Binders,74.9988,3,0.17,-1.8612,5.23,M,2.0,2012,6,13,0,1,0
North Asia,Fasteners,67.95,5,0.0,12.15,5.23,M,2.0,2014,5,8,0,1,0
West,Storage,26.96,2,0.0,7.0096,5.23,M,4.0,2012,10,4,0,1,0
EMEA,Storage,114.78,2,0.0,7.98,5.23,F,2.0,2013,3,28,0,1,0
Africa,Paper,61.56,4,0.0,0.0,5.23,Unknown,2.0,2013,3,5,0,1,0
Africa,Paper,49.32,1,0.0,11.82,5.23,M,2.0,2013,8,12,0,1,0
Africa,Bookcases,44.595,1,0.5,-55.125,5.23,F,3.0,2011,12,13,1,0,0
EMEA,Chairs,53.01,1,0.0,21.72,5.23,M,3.0,2011,10,13,1,0,0
North,Furnishings,87.792,2,0.4,-5.888,5.23,M,2.0,2014,9,1,1,0,0
Central,Chairs,31.34,1,0.0,4.06,5.23,M,3.0,2014,11,20,1,0,0
North,Paper,56.5,5,0.0,23.1,5.23,M,2.0,2014,3,3,0,1,0
Central,Appliances,30.684,1,0.4,-0.016,5.23,M,2.0,2013,12,2,0,1,0
Central,Binders,258.9,5,0.0,46.5,5.22,M,2.0,2014,8,9,0,1,0
South,Envelopes,49.08,2,0.0,21.54,5.22,Unknown,3.0,2013,5,21,0,1,0
North,Labels,28.08,3,0.0,0.0,5.22,Unknown,3.0,2013,4,11,0,1,0
Central,Furnishings,103.68,2,0.0,28.98,5.22,M,3.0,2012,8,24,1,0,0
South,Fasteners,57.6,3,0.0,28.8,5.22,M,2.0,2011,6,10,0,1,0
North,Art,69.6,4,0.0,6.24,5.22,M,2.0,2012,3,31,0,1,0
Central,Fasteners,56.16,3,0.0,8.91,5.22,F,3.0,2012,2,3,0,1,0
Central,Machines,170.34,5,0.15,-0.06,5.22,M,2.0,2012,9,5,0,0,1
North Asia,Art,39.6,3,0.0,6.66,5.22,M,3.0,2014,12,31,0,1,0
Central Asia,Labels,41.055,7,0.5,-5.775,5.22,F,3.0,2011,6,6,0,1,0
Oceania,Envelopes,41.19,1,0.0,19.77,5.22,M,3.0,2011,9,29,0,1,0
East,Paper,45.36,4,0.0,22.2264,5.22,F,2.0,2014,6,4,0,1,0
South,Bookcases,77.728,2,0.2,-3.8864,5.22,M,2.0,2014,6,16,1,0,0
Africa,Binders,59.76,4,0.0,5.28,5.22,F,2.0,2011,5,5,0,1,0
Africa,Furnishings,43.86,1,0.0,3.06,5.22,M,3.0,2013,3,29,1,0,0
EMEA,Storage,77.472,4,0.5,-55.125,5.22,M,2.0,2013,5,17,0,1,0
Caribbean,Paper,56.032,2,0.2,10.472,5.22,M,2.0,2013,10,14,0,1,0
North,Binders,41.94,9,0.0,0.0,5.22,Unknown,3.0,2012,12,28,0,1,0
Caribbean,Paper,74.48,4,0.0,29.04,5.22,M,2.0,2012,5,11,0,1,0
Central,Binders,60.96,8,0.0,28.64,5.22,M,1.0,2011,1,21,0,1,0
Central,Labels,24.0,4,0.0,6.24,5.21,F,4.0,2011,8,3,0,1,0
North,Binders,172.6,5,0.0,56.9,5.21,M,3.0,2011,11,24,0,1,0
Central,Art,64.38,2,0.0,24.42,5.21,F,3.0,2011,7,9,0,1,0
South,Storage,172.8,4,0.1,44.16,5.21,F,2.0,2012,4,27,0,1,0
Central,Storage,27.702,3,0.1,4.842,5.21,F,3.0,2012,10,11,0,1,0
North,Storage,79.2,3,0.0,39.6,5.21,M,3.0,2014,12,12,0,1,0
North Asia,Binders,91.14,7,0.0,17.22,5.21,F,2.0,2014,10,17,0,1,0
Central Asia,Accessories,57.96,2,0.5,-2.34,5.21,F,2.0,2012,4,16,0,0,1
West,Paper,19.44,3,0.0,9.3312,5.21,F,3.0,2014,9,12,0,1,0
Central,Phones,49.616,2,0.2,4.9616,5.21,M,2.0,2014,3,15,0,0,1
Central,Supplies,185.376,2,0.2,-34.758,5.21,F,2.0,2013,8,14,0,1,0
Africa,Supplies,70.74,2,0.0,4.92,5.21,M,2.0,2013,11,23,0,1,0
EMEA,Storage,51.372,1,0.5,-55.125,5.21,M,2.0,2012,8,10,0,1,0
EMEA,Appliances,66.93,1,0.0,1.98,5.21,M,2.0,2014,9,6,0,1,0
Africa,Binders,55.92,8,0.0,27.36,5.21,M,4.0,2014,11,18,0,1,0
South,Paper,149.6,5,0.0,68.8,5.21,M,2.0,2012,12,3,0,1,0
South,Fasteners,61.32,7,0.0,13.44,5.21,F,2.0,2014,5,8,0,1,0
Central,Phones,115.58,1,0.0,33.5,5.21,F,2.0,2011,7,5,0,0,1
North,Copiers,161.59616,2,0.002,30.43616,5.21,M,2.0,2012,6,15,0,0,1
South,Paper,47.82,3,0.0,11.94,5.21,Unknown,2.0,2013,4,29,0,1,0
South,Art,20.72,2,0.0,4.12,5.2,M,4.0,2014,9,18,0,1,0
Central,Envelopes,30.528,2,0.4,-8.672,5.2,M,3.0,2012,9,5,0,1,0
Central,Appliances,121.932,2,0.1,-8.148,5.2,F,2.0,2011,6,3,0,1,0
Central,Furnishings,70.92,3,0.5,-8.55,5.2,M,3.0,2014,12,15,1,0,0
North Asia,Fasteners,67.5,9,0.5,-54.0,5.2,Unknown,1.0,2014,7,3,0,1,0
North Asia,Art,17.4,1,0.0,8.16,5.2,M,4.0,2013,8,24,0,1,0
Central Asia,Chairs,148.32,3,0.0,32.58,5.2,Unknown,2.0,2013,12,4,1,0,0
Central Asia,Binders,127.05,9,0.0,39.27,5.2,F,2.0,2011,4,5,0,1,0
Central Asia,Art,50.7,2,0.0,10.14,5.2,M,2.0,2012,9,10,0,1,0
Southeast Asia,Art,28.908,3,0.27,-4.032,5.2,M,3.0,2012,1,25,0,1,0
Southeast Asia,Chairs,87.3372,2,0.27,14.3172,5.2,M,2.0,2011,6,29,1,0,0
East,Phones,39.99,1,0.0,11.5971,5.2,M,3.0,2014,9,16,0,0,1
Africa,Binders,15.84,1,0.0,1.26,5.2,F,4.0,2014,6,28,0,1,0
Africa,Fasteners,81.54,6,0.0,0.0,5.2,F,2.0,2014,8,19,0,1,0
Canada,Appliances,61.29,1,0.0,21.45,5.2,M,3.0,2013,10,4,0,1,0
Africa,Machines,48.573,1,0.5,-55.125,5.2,M,1.0,2012,3,28,0,0,1
EMEA,Appliances,123.72,2,0.0,53.16,5.2,M,1.0,2013,7,27,0,1,0
EMEA,Machines,37.11,1,0.0,5.55,5.2,M,3.0,2012,11,3,0,0,1
North,Accessories,58.8,3,0.0,12.3,5.2,Unknown,2.0,2013,9,13,0,0,1
Central,Supplies,36.66,5,0.4,-7.34,5.2,F,3.0,2014,6,11,0,1,0
Central,Storage,82.88,2,0.0,8.28,5.2,M,2.0,2014,12,7,0,1,0
Central,Appliances,61.368,2,0.4,-0.032,5.19,M,3.0,2013,12,10,0,1,0
South,Paper,21.408,4,0.4,-0.752,5.19,M,3.0,2014,10,17,0,1,0
North,Furnishings,86.88,2,0.4,10.12,5.19,M,2.0,2012,6,8,1,0,0
North,Art,76.05,3,0.0,20.52,5.19,M,2.0,2012,8,16,0,1,0
Central,Accessories,79.5,2,0.0,2.34,5.19,M,2.0,2013,2,18,0,0,1
South,Storage,30.618,3,0.4,3.528,5.19,M,3.0,2011,11,4,0,1,0
Central,Furnishings,87.6,2,0.0,27.12,5.19,Unknown,2.0,2011,9,9,1,0,0
Oceania,Envelopes,52.245,3,0.1,-5.265,5.19,M,2.0,2014,5,8,0,1,0
North Asia,Fasteners,45.09,3,0.0,21.15,5.19,M,2.0,2014,9,17,0,1,0
Central Asia,Fasteners,96.45,5,0.0,38.55,5.19,M,3.0,2014,10,17,0,1,0
Central Asia,Paper,270.54,6,0.0,40.5,5.19,M,2.0,2012,10,3,0,1,0
Central Asia,Supplies,141.03,3,0.0,28.17,5.19,F,2.0,2013,11,8,0,1,0
Southeast Asia,Binders,44.82,3,0.0,21.06,5.19,F,3.0,2013,2,11,0,1,0
North Asia,Art,46.5,2,0.0,8.34,5.19,M,1.0,2012,7,4,0,1,0
Central Asia,Storage,33.06,2,0.0,11.52,5.19,M,3.0,2014,8,26,0,1,0
North Asia,Fasteners,33.39,3,0.0,2.25,5.19,F,1.0,2013,9,18,0,1,0
Oceania,Envelopes,92.46,2,0.0,34.2,5.19,M,2.0,2013,5,21,0,1,0
Central,Appliances,91.6,5,0.0,26.564,5.19,M,2.0,2014,8,29,0,1,0
Africa,Labels,72.0,6,0.0,2.88,5.19,M,2.0,2013,8,15,0,1,0
Africa,Envelopes,36.018,6,0.5,-54.162,5.19,F,2.0,2014,5,26,0,1,0
Canada,Art,95.16,2,0.0,4.74,5.19,F,2.0,2012,11,23,0,1,0
North,Art,162.96,9,0.0,34.16,5.19,M,2.0,2013,7,12,0,1,0
North,Supplies,46.32,3,0.0,6.0,5.19,M,3.0,2014,9,25,0,1,0
South,Chairs,49.296,3,0.5,-40.704,5.19,M,3.0,2012,2,10,1,0,0
South,Art,101.58,5,0.4,-55.125,5.19,F,2.0,2014,10,7,0,1,0
Caribbean,Phones,132.84,3,0.0,29.22,5.19,M,2.0,2012,8,10,0,0,1
Central,Storage,32.0,1,0.0,1.6,5.18,M,3.0,2011,5,17,0,1,0
North,Art,39.48,2,0.0,18.92,5.18,M,3.0,2012,11,5,0,1,0
North,Binders,40.64,2,0.0,4.44,5.18,M,2.0,2011,9,8,0,1,0
Central,Furnishings,109.28,4,0.0,49.12,5.18,F,2.0,2014,10,5,1,0,0
North,Fasteners,56.16,3,0.0,8.91,5.18,F,3.0,2013,3,11,0,1,0
Central,Art,50.7,2,0.0,13.68,5.18,M,2.0,2013,8,22,0,1,0
South,Binders,120.42,9,0.0,45.63,5.18,F,2.0,2012,11,27,0,1,0
Southeast Asia,Supplies,80.2395,3,0.45,-48.1905,5.18,F,2.0,2012,7,10,0,1,0
Central Asia,Appliances,152.28,2,0.0,70.02,5.18,M,2.0,2012,6,23,0,1,0
Oceania,Labels,48.33,5,0.1,13.38,5.18,M,2.0,2014,2,11,0,1,0
Central Asia,Fasteners,96.9,5,0.0,26.1,5.18,F,2.0,2013,8,23,0,1,0
Oceania,Labels,62.1,6,0.0,18.54,5.18,M,2.0,2011,1,31,0,1,0
Oceania,Paper,28.692,2,0.4,4.272,5.18,F,4.0,2012,10,13,0,1,0
East,Storage,38.62,2,0.0,10.8136,5.18,M,1.0,2014,9,16,0,1,0
East,Furnishings,60.35,5,0.0,19.9155,5.18,M,2.0,2013,12,13,1,0,0
Africa,Accessories,106.32,2,0.0,34.02,5.18,M,2.0,2012,11,15,0,0,1
EMEA,Envelopes,74.76,4,0.0,34.32,5.18,M,2.0,2014,6,13,0,1,0
EMEA,Appliances,61.776,4,0.5,-24.744,5.18,M,2.0,2014,1,3,0,1,0
EMEA,Storage,42.96,4,0.0,15.84,5.18,F,3.0,2014,4,1,0,1,0
North,Furnishings,47.64,5,0.4,-10.36,5.18,M,2.0,2013,9,18,1,0,0
North,Chairs,52.736,2,0.2,-0.024,5.18,M,2.0,2014,10,24,1,0,0
South,Art,64.8,2,0.0,27.2,5.18,M,2.0,2014,6,6,0,1,0
Central,Supplies,50.84,2,0.0,18.8,5.17,M,2.0,2012,5,16,0,1,0
South,Labels,46.62,7,0.0,21.84,5.17,M,2.0,2014,10,2,0,1,0
North,Art,161.73,3,0.0,37.17,5.17,M,2.0,2012,12,5,0,1,0
North,Envelopes,42.18,2,0.0,13.02,5.17,M,2.0,2012,3,17,0,1,0
North,Fasteners,34.44,7,0.5,-9.03,5.17,F,3.0,2012,10,1,0,1,0
Central,Art,55.38,2,0.0,4.38,5.17,F,2.0,2014,9,17,0,1,0
South,Art,56.55,5,0.0,4.95,5.17,M,2.0,2014,12,19,0,1,0
North,Phones,72.99,1,0.5,-7.32,5.17,M,2.0,2014,9,15,0,0,1
Central,Envelopes,54.0,2,0.0,4.86,5.17,F,4.0,2014,9,22,0,1,0
South,Chairs,82.704,2,0.2,12.384,5.17,M,3.0,2014,8,4,1,0,0
Central,Fasteners,56.52,6,0.5,-47.52,5.17,M,2.0,2014,8,28,0,1,0
Central,Labels,38.61,3,0.0,16.2,5.17,M,3.0,2013,6,13,0,1,0
South,Binders,84.78,3,0.0,17.73,5.17,F,2.0,2011,2,9,0,1,0
North Asia,Fasteners,40.5,3,0.0,4.05,5.17,M,3.0,2014,11,21,0,1,0
Oceania,Accessories,71.55,2,0.1,7.95,5.17,Unknown,2.0,2013,11,1,0,0,1
North Asia,Binders,61.29,9,0.0,28.08,5.17,M,2.0,2012,9,25,0,1,0
Central Asia,Paper,59.4,2,0.0,26.1,5.17,M,2.0,2013,12,31,0,1,0
Oceania,Bookcases,89.352,1,0.4,-55.125,5.17,Unknown,2.0,2013,10,22,1,0,0
East,Storage,46.26,3,0.0,12.0276,5.17,F,1.0,2014,11,7,0,1,0
East,Furnishings,88.02,3,0.0,27.2862,5.17,M,2.0,2014,8,19,1,0,0
East,Furnishings,30.36,5,0.2,8.7285,5.17,Unknown,3.0,2011,12,24,1,0,0
Africa,Binders,33.48,4,0.0,12.36,5.17,F,3.0,2012,9,26,0,1,0
EMEA,Storage,48.0,1,0.0,22.08,5.17,F,2.0,2011,9,16,0,1,0
EMEA,Copiers,105.492,1,0.5,-44.838,5.17,F,2.0,2011,5,9,0,0,1
Africa,Paper,59.58,2,0.0,13.08,5.17,M,2.0,2014,3,19,0,1,0
EMEA,Storage,54.336,8,0.5,-55.125,5.17,Unknown,2.0,2012,8,20,0,1,0
North,Chairs,118.8,3,0.2,14.82,5.17,M,2.0,2013,9,20,1,0,0
North,Paper,70.4,5,0.0,2.8,5.17,F,2.0,2011,11,7,0,1,0
Central,Art,36.12,2,0.0,12.64,5.16,M,2.0,2014,7,10,0,1,0
Central,Supplies,56.76,3,0.0,5.64,5.16,F,2.0,2011,10,19,0,1,0
South,Chairs,78.312,1,0.2,6.852,5.16,M,2.0,2014,6,27,1,0,0
Central,Storage,72.576,3,0.1,10.476,5.16,F,2.0,2012,4,23,0,1,0
North Asia,Furnishings,56.97,3,0.0,5.04,5.16,Unknown,2.0,2013,2,12,1,0,0
Southeast Asia,Art,57.159,3,0.27,7.029,5.16,M,2.0,2011,7,27,0,1,0
North Asia,Fasteners,42.21,3,0.0,7.56,5.16,M,2.0,2011,6,16,0,1,0
North Asia,Storage,21.6,2,0.0,5.4,5.16,F,3.0,2014,11,25,0,1,0
North Asia,Supplies,46.62,2,0.5,-36.42,5.16,M,1.0,2011,8,27,0,1,0
North Asia,Binders,74.655,3,0.5,-23.895,5.16,F,2.0,2013,7,4,0,1,0
Central Asia,Envelopes,68.16,4,0.0,29.28,5.16,M,4.0,2012,5,25,0,1,0
South,Paper,74.352,3,0.2,23.235,5.16,M,2.0,2012,3,26,0,1,0
Central,Storage,581.4,5,0.0,91.9954,5.16,M,2.0,2013,7,23,0,1,0
West,Envelopes,43.96,2,0.0,20.6612,5.16,F,3.0,2013,7,5,0,1,0
West,Storage,114.288,1,0.2,12.8574,5.16,M,2.0,2014,12,3,0,1,0
Central,Paper,127.904,7,0.2,41.5688,5.16,M,2.0,2012,5,12,0,1,0
Central,Accessories,153.824,9,0.2,38.456,5.16,M,2.0,2011,9,26,0,0,1
Africa,Art,48.6,1,0.0,20.88,5.16,M,3.0,2012,7,21,0,1,0
Africa,Paper,39.6,2,0.0,0.0,5.16,M,3.0,2014,9,12,0,1,0
EMEA,Art,60.54,2,0.0,20.58,5.16,M,2.0,2013,1,20,0,1,0
EMEA,Supplies,43.29,1,0.0,20.34,5.16,M,2.0,2011,10,3,0,1,0
EMEA,Storage,62.34,2,0.0,8.7,5.16,Unknown,2.0,2011,1,3,0,1,0
Central,Paper,94.02,3,0.0,1.86,5.15,M,2.0,2013,10,18,0,1,0
North,Art,53.88,2,0.0,24.78,5.15,M,3.0,2014,8,4,0,1,0
North,Fasteners,55.2,8,0.5,-44.16,5.15,M,2.0,2011,7,29,0,1,0
Central Asia,Envelopes,95.04,2,0.0,13.26,5.15,M,2.0,2012,9,21,0,1,0
Central Asia,Envelopes,50.46,2,0.5,-15.18,5.15,M,3.0,2012,8,31,0,1,0
Southeast Asia,Storage,80.685,6,0.45,-45.495,5.15,M,2.0,2014,7,23,0,1,0
East,Furnishings,29.78,2,0.0,8.0406,5.15,M,3.0,2014,4,1,1,0,0
West,Binders,69.456,2,0.2,22.5732,5.15,F,3.0,2014,12,3,0,1,0
South,Paper,25.92,5,0.2,9.072,5.15,M,4.0,2014,5,28,0,1,0
